"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.gifPrefix","Answer.answer1","Answer.answer2","Answer.answer3","Answer.doNotRedirect","Approve","Reject"
"3H781YYV6UJPXQ077O4X2LA6O1ZTEO","39WEDTMWD6HW693W0G0KB8BN6BJVXA","Rate similarity of GIFs","Rate overall similarity between the content of two GIFs","image, gif, similarity, rate","$0.10","Thu Apr 05 10:08:32 PDT 2018","100","BatchId:3182112;OriginalHitTemplateId:;","1800","60","Thu Apr 12 10:08:32 PDT 2018","","","30IQTZXKAL7ZA1RRUTBGUJOQ4ETX02","A2HHK2B1GUH9GX","Approved","Fri Apr 06 08:15:51 PDT 2018","Fri Apr 06 08:16:22 PDT 2018","Fri Apr 06 08:17:22 PDT 2018","2018-04-06 15:18:16 UTC","","","31","100% (3/3)","100% (3/3)","100% (3/3)","demonstration_","2","1","4","10",""
"3H781YYV6UJPXQ077O4X2LA6O1ZTEO","39WEDTMWD6HW693W0G0KB8BN6BJVXA","Rate similarity of GIFs","Rate overall similarity between the content of two GIFs","image, gif, similarity, rate","$0.10","Thu Apr 05 10:08:32 PDT 2018","100","BatchId:3182112;OriginalHitTemplateId:;","1800","60","Thu Apr 12 10:08:32 PDT 2018","","","30MVJZJNHNEGBBAFDLF8WLH4WJ1J93","A1ZRK6K5JUPJAV","Approved","Fri Apr 06 06:03:30 PDT 2018","Fri Apr 06 06:04:12 PDT 2018","Fri Apr 06 06:05:12 PDT 2018","2018-04-06 13:05:17 UTC","","","42","100% (3/3)","100% (3/3)","100% (3/3)","demonstration_","1","2","4","10",""
"3H781YYV6UJPXQ077O4X2LA6O1ZTEO","39WEDTMWD6HW693W0G0KB8BN6BJVXA","Rate similarity of GIFs","Rate overall similarity between the content of two GIFs","image, gif, similarity, rate","$0.10","Thu Apr 05 10:08:32 PDT 2018","100","BatchId:3182112;OriginalHitTemplateId:;","1800","60","Thu Apr 12 10:08:32 PDT 2018","","","317HQ483I8T552U3WDDD2LXOON7INR","A147F5PJTHOB8A","Approved","Thu Apr 05 10:13:08 PDT 2018","Thu Apr 05 10:13:59 PDT 2018","Thu Apr 05 10:14:59 PDT 2018","2018-04-05 17:15:16 UTC","","","51","100% (9/9)","100% (3/3)","100% (3/3)","demonstration_","6","5","6","10",""
"3H781YYV6UJPXQ077O4X2LA6O1ZTEO","39WEDTMWD6HW693W0G0KB8BN6BJVXA","Rate similarity of GIFs","Rate overall similarity between the content of two GIFs","image, gif, similarity, rate","$0.10","Thu Apr 05 10:08:32 PDT 2018","100","BatchId:3182112;OriginalHitTemplateId:;","1800","60","Thu Apr 12 10:08:32 PDT 2018","","","31JLPPHS2VV8XKCWCP63D4V4VL3O3C","A8028AFBBS29G","Approved","Fri Apr 06 06:53:58 PDT 2018","Fri Apr 06 06:55:30 PDT 2018","Fri Apr 06 06:56:30 PDT 2018","2018-04-06 13:57:16 UTC","","","92","100% (3/3)","100% (3/3)","100% (3/3)","demonstration_","2","3","3","10",""
"3H781YYV6UJPXQ077O4X2LA6O1ZTEO","39WEDTMWD6HW693W0G0KB8BN6BJVXA","Rate similarity of GIFs","Rate overall similarity between the content of two GIFs","image, gif, similarity, rate","$0.10","Thu Apr 05 10:08:32 PDT 2018","100","BatchId:3182112;OriginalHitTemplateId:;","1800","60","Thu Apr 12 10:08:32 PDT 2018","","","31Q0U3WYDQG52B6I8ZBIEPUC7C9717","A1Q4N7ZTNI9IKX","Approved","Fri Apr 06 02:17:02 PDT 2018","Fri Apr 06 02:17:54 PDT 2018","Fri Apr 06 02:18:54 PDT 2018","2018-04-06 09:19:16 UTC","","","52","100% (3/3)","100% (3/3)","100% (3/3)","demonstration_","5","5","6","10",""
"3H781YYV6UJPXQ077O4X2LA6O1ZTEO","39WEDTMWD6HW693W0G0KB8BN6BJVXA","Rate similarity of GIFs","Rate overall similarity between the content of two GIFs","image, gif, similarity, rate","$0.10","Thu Apr 05 10:08:32 PDT 2018","100","BatchId:3182112;OriginalHitTemplateId:;","1800","60","Thu Apr 12 10:08:32 PDT 2018","","","31QNSG6A5SUNDBQ37KKXTZHKLCZ870","A39N0WW02VT0MB","Approved","Thu Apr 05 10:21:16 PDT 2018","Thu Apr 05 10:22:09 PDT 2018","Thu Apr 05 10:23:09 PDT 2018","2018-04-05 17:23:16 UTC","","","53","100% (3/3)","100% (3/3)","100% (3/3)","demonstration_","2","4","4","10",""
"3H781YYV6UJPXQ077O4X2LA6O1ZTEO","39WEDTMWD6HW693W0G0KB8BN6BJVXA","Rate similarity of GIFs","Rate overall similarity between the content of two GIFs","image, gif, similarity, rate","$0.10","Thu Apr 05 10:08:32 PDT 2018","100","BatchId:3182112;OriginalHitTemplateId:;","1800","60","Thu Apr 12 10:08:32 PDT 2018","","","31UV0MXWNRD1FDOXSDHR84X2X26I50","A1R7CJMWXC79UO","Approved","Thu Apr 05 10:11:12 PDT 2018","Thu Apr 05 10:12:13 PDT 2018","Thu Apr 05 10:13:13 PDT 2018","2018-04-05 17:13:16 UTC","","","61","100% (1/1)","100% (1/1)","100% (1/1)","demonstration_","3","5","8","10",""
"3H781YYV6UJPXQ077O4X2LA6O1ZTEO","39WEDTMWD6HW693W0G0KB8BN6BJVXA","Rate similarity of GIFs","Rate overall similarity between the content of two GIFs","image, gif, similarity, rate","$0.10","Thu Apr 05 10:08:32 PDT 2018","100","BatchId:3182112;OriginalHitTemplateId:;","1800","60","Thu Apr 12 10:08:32 PDT 2018","","","326O153BMJZK3L14B09JL1N2IVLDES","A1IQ8YHTZLFEVG","Approved","Thu Apr 05 21:31:11 PDT 2018","Thu Apr 05 21:31:50 PDT 2018","Thu Apr 05 21:32:50 PDT 2018","2018-04-06 04:33:16 UTC","","","39","100% (2/2)","100% (2/2)","100% (2/2)","demonstration_","8","7","8","10",""
"3H781YYV6UJPXQ077O4X2LA6O1ZTEO","39WEDTMWD6HW693W0G0KB8BN6BJVXA","Rate similarity of GIFs","Rate overall similarity between the content of two GIFs","image, gif, similarity, rate","$0.10","Thu Apr 05 10:08:32 PDT 2018","100","BatchId:3182112;OriginalHitTemplateId:;","1800","60","Thu Apr 12 10:08:32 PDT 2018","","","32UTUBMZ7HX8QZP6SU7NQFNOF4SVBN","A183WYXN12P2TJ","Approved","Thu Apr 05 17:36:30 PDT 2018","Thu Apr 05 17:38:05 PDT 2018","Thu Apr 05 17:39:05 PDT 2018","2018-04-06 00:39:16 UTC","","","95","100% (3/3)","100% (3/3)","100% (3/3)","demonstration_","6","3","4","10",""
"3H781YYV6UJPXQ077O4X2LA6O1ZTEO","39WEDTMWD6HW693W0G0KB8BN6BJVXA","Rate similarity of GIFs","Rate overall similarity between the content of two GIFs","image, gif, similarity, rate","$0.10","Thu Apr 05 10:08:32 PDT 2018","100","BatchId:3182112;OriginalHitTemplateId:;","1800","60","Thu Apr 12 10:08:32 PDT 2018","","","336KAV9KYRTV6GKFEC1WWLOE3H1Y2L","A3135Y3RMFC3PK","Approved","Fri Apr 06 06:29:42 PDT 2018","Fri Apr 06 06:30:30 PDT 2018","Fri Apr 06 06:31:30 PDT 2018","2018-04-06 13:32:16 UTC","","","48","100% (3/3)","100% (3/3)","100% (3/3)","demonstration_","5","2","3","10",""
